gameid,date,game,teamname,side,result,gamelength,ckpm,golddiffat15,xpdiffat15,csdiffat15,firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,kills,deaths,assists,wpm,wcpm,vspm,dragons,elementaldrakes,elders
LOLTMNT01_390048,2026-05-17 08:58:43,2,Hanwha Life Esports,Red,1,1589,1.1328,3369.0,2764.0,71.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23,7,52,3.776,1.888,10.4594,3.0,3.0,0.0
LOLTMNT01_390055,2026-05-17 09:48:07,3,KT Rolster,Blue,1,1774,0.8455,4433.0,3430.0,36.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,18,7,36,3.3822,1.4882,9.3348,3.0,3.0,0.0
LOLTMNT01_390055,2026-05-17 09:48:07,3,Hanwha Life Esports,Red,0,1774,0.8455,-4433.0,-3430.0,-36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,18,15,3.0778,1.4543,8.5908,1.0,1.0,0.0
LOLTMNT01_389120,2026-05-17 11:06:33,1,HANJIN BRION,Blue,1,2514,0.9069,1469.0,649.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22,16,59,3.9618,1.432,9.9761,4.0,4.0,0.0
LOLTMNT01_389120,2026-05-17 11:06:33,1,Kiwoom DRX,Red,0,2514,0.9069,-1469.0,-649.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,16,22,44,3.4368,1.7184,10.3819,2.0,2.0,0.0
LOLTMNT01_390098,2026-05-17 12:10:36,2,HANJIN BRION,Blue,0,1810,0.5635,6.0,-1688.0,-31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,7,4.0442,1.1934,9.0829,0.0,0.0,0.0
LOLTMNT01_390098,2026-05-17 12:10:36,2,Kiwoom DRX,Red,1,1810,0.5635,-6.0,1688.0,31.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14,3,41,3.2818,1.989,10.7403,4.0,4.0,0.0
LOLTMNT01_389127,2026-05-17 13:04:35,3,Kiwoom DRX,Blue,1,2188,0.9598,-835.0,183.0,-11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19,16,51,3.5101,1.6728,10.4479,4.0,4.0,0.0
LOLTMNT01_389127,2026-05-17 13:04:35,3,HANJIN BRION,Red,0,2188,0.9598,835.0,-183.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16,19,34,4.1408,1.5356,10.8044,2.0,2.0,0.0
LOLTMNT02_406385,2026-05-20 08:05:29,1,T1,Blue,1,1696,1.0259,2869.0,2186.0,47.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,9,48,3.4316,1.4858,9.3042,2.0,2.0,0.0
LOLTMNT02_406385,2026-05-20 08:05:29,1,Kiwoom DRX,Red,0,1696,1.0259,-2869.0,-2186.0,-47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,20,18,3.1132,1.2028,8.5613,2.0,2.0,0.0
LOLTMNT02_406405,2026-05-20 08:54:42,2,T1,Blue,0,1865,1.0938,-2780.0,-4011.0,-17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,27,12,3.7641,1.319,8.429,0.0,0.0,0.0
LOLTMNT02_406405,2026-05-20 08:54:42,2,Kiwoom DRX,Red,1,1865,1.0938,2780.0,4011.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27,7,59,3.9249,1.3512,9.3298,4.0,4.0,0.0
LOLTMNT02_405485,2026-05-20 09:47:16,3,Kiwoom DRX,Blue,0,1628,1.1425,-2690.0,-147.0,-33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,25,11,3.2064,1.0319,9.2138,2.0,2.0,0.0
LOLTMNT02_405485,2026-05-20 09:47:16,3,T1,Red,1,1628,1.1425,2690.0,147.0,33.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,25,7,61,3.7961,1.1794,9.1769,1.0,1.0,0.0
LOLTMNT02_406455,2026-05-20 11:01:11,1,Nongshim RedForce,Blue,1,1432,1.0475,3555.0,3999.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,6,45,3.4777,1.0894,8.3799,2.0,2.0,0.0
LOLTMNT02_406455,2026-05-20 11:01:11,1,KT Rolster,Red,0,1432,1.0475,-3555.0,-3999.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19,16,2.9749,1.3408,7.7095,1.0,1.0,0.0
LOLTMNT02_406485,2026-05-20 11:45:01,2,KT Rolster,Blue,1,1834,0.9815,1617.0,104.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,21,9,54,3.6641,1.7993,10.5344,3.0,3.0,0.0
LOLTMNT02_406485,2026-05-20 11:45:01,2,Nongshim RedForce,Red,0,1834,0.9815,-1617.0,-104.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21,16,3.5987,1.5049,9.1276,2.0,2.0,0.0
LOLTMNT02_406517,2026-05-20 12:36:35,3,KT Rolster,Blue,1,2031,0.9749,3224.0,1118.0,-8.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,20,13,51,3.9586,1.8021,10.901,3.0,3.0,0.0
LOLTMNT02_406517,2026-05-20 12:36:35,3,Nongshim RedForce,Red,0,2031,0.9749,-3224.0,-1118.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13,20,29,4.0473,1.9498,10.4579,2.0,2.0,0.0
LOLTMNT02_406958,2026-05-21 08:06:57,1,BNK FEARX,Blue,0,2177,1.2127,-127.0,-1114.0,-23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19,25,56,3.9412,1.819,10.4731,3.0,3.0,0.0
LOLTMNT02_406958,2026-05-21 08:06:57,1,Hanwha Life Esports,Red,1,2177,1.2127,127.0,1114.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,25,19,62,3.7207,2.1497,11.5756,3.0,3.0,0.0
LOLTMNT02_407057,2026-05-21 09:05:50,2,Hanwha Life Esports,Blue,1,1811,0.6957,-925.0,87.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13,8,36,3.6444,1.4578,9.2104,2.0,2.0,0.0
LOLTMNT02_407057,2026-05-21 09:05:50,2,BNK FEARX,Red,0,1811,0.6957,925.0,-87.0,-34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,13,15,3.3793,1.3252,8.1833,2.0,2.0,0.0
LOLTMNT02_408013,2026-05-21 10:22:05,1,Dplus Kia,Blue,1,2466,0.8029,871.0,1569.0,60.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,16,17,49,4.0146,2.0925,11.6788,3.0,3.0,0.0
LOLTMNT02_408013,2026-05-21 10:22:05,1,HANJIN BRION,Red,0,2466,0.8029,-871.0,-1569.0,-60.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17,16,41,4.0146,1.5085,9.4161,3.0,3.0,0.0
LOLTMNT02_407136,2026-05-21 11:23:10,2,HANJIN BRION,Blue,1,2157,0.5007,3155.0,1965.0,45.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12,6,28,3.8108,2.2531,11.1822,4.0,4.0,0.0
LOLTMNT02_407136,2026-05-21 11:23:10,2,Dplus Kia,Red,0,2157,0.5007,-3155.0,-1965.0,-45.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,12,16,4.2281,2.0584,11.1544,1.0,1.0,0.0
LOLTMNT02_407167,2026-05-21 12:22:49,3,HANJIN BRION,Blue,0,1808,0.6637,-95.0,-1041.0,-21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,13,14,3.4845,1.6593,9.2588,0.0,0.0,0.0
LOLTMNT02_407167,2026-05-21 12:22:49,3,Dplus Kia,Red,1,1808,0.6637,95.0,1041.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13,7,24,3.9491,1.5597,10.8518,4.0,4.0,0.0
LOLTMNT02_408582,2026-05-22 08:06:39,1,DN SOOPers,Blue,0,2015,0.6551,-507.0,-733.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,17,13,3.871,1.5782,10.5112,1.0,1.0,0.0
LOLTMNT02_408582,2026-05-22 08:06:39,1,Kiwoom DRX,Red,1,2015,0.6551,507.0,733.0,-7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17,5,36,3.4839,2.0546,11.2854,4.0,4.0,0.0
LOLTMNT02_407674,2026-05-22 09:04:35,2,Kiwoom DRX,Blue,1,1699,0.9888,2232.0,983.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,6,57,3.6374,1.8364,11.2301,3.0,3.0,0.0
LOLTMNT02_407674,2026-05-22 09:04:35,2,DN SOOPers,Red,0,1699,0.9888,-2232.0,-983.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22,16,4.1318,1.236,8.8994,1.0,1.0,0.0
LOLTMNT02_407714,2026-05-22 10:20:35,1,KT Rolster,Blue,0,1672,0.61,-2994.0,-2547.0,-43.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,17,0,3.6603,1.3636,8.3612,0.0,0.0,0.0
LOLTMNT02_407714,2026-05-22 10:20:35,1,Gen.G,Red,1,1672,0.61,2994.0,2547.0,43.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,0,48,3.9833,2.1531,11.8062,4.0,4.0,0.0
LOLTMNT02_407744,2026-05-22 11:11:42,2,KT Rolster,Blue,0,1989,0.8446,3828.0,2572.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,26,3.9216,1.6893,9.9548,3.0,3.0,0.0
LOLTMNT02_407744,2026-05-22 11:11:42,2,Gen.G,Red,1,1989,0.8446,-3828.0,-2572.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,37,3.8612,1.7798,9.8643,2.0,2.0,0.0
